id,rest_name,address,kakao_url,star,star_num,image,distance
480,엄마손김밥,서울특별시 노원구 공릉동 223-15번지 ,https://place.map.kakao.com/20748268,5,5,,13
481,7번가피자 공릉점,서울특별시 노원구 공릉동 240-18번지 1층 ,https://place.map.kakao.com/409637551,5,8,//t1.daumcdn.net/place/7ACFE6F16857426389B15DD07E4485E8,20
482,삼청동만둣국,서울특별시 노원구 공릉동 269-6 ,https://place.map.kakao.com/1451430732,0,0,,21
483,햇살머믄꼬마김밥,서울특별시 노원구 공릉동 238-9 1층 ,https://place.map.kakao.com/925768395,5,6,,18
484,둘둘치킨 공릉점,서울특별시 노원구 공릉동 238-21번지 ,https://place.map.kakao.com/16051445,4.2,5,,18
485,푸라닭치킨 공릉점,서울특별시 노원구 공릉동 754 공릉삼익2차아파트상가 201동 106호,https://place.map.kakao.com/832467869,3.7,3,//t1.daumcdn.net/place/2CD60A3CA1994C009E6E9B1B978899E7,12
486,지호한방삼계탕 공릉점,서울특별시 노원구 공릉동 754 삼익2차아파트 상가동 202 203호,https://place.map.kakao.com/9434466,4.3,3,//t1.kakaocdn.net/fiy_reboot/place/4AD8DCC2E78C4F45ADCC43E06226A123,12
487,주주돈가,서울특별시 노원구 공릉동 754번지 공릉삼익2차아파트 ,https://place.map.kakao.com/837966358,5,1,//t1.daumcdn.net/place/3868F2971668470EAB2B08E046FBCA78,12
488,주세프명인,서울특별시 노원구 공릉동 238-20번지 예림하이빌 1층 ,https://place.map.kakao.com/1368136086,4.5,6,//t1.daumcdn.net/place/903134C857A34035BC0931D66B159686,18
489,히토사라,서울특별시 노원구 공릉동 270-63 ,https://place.map.kakao.com/714985582,5,2,//t1.daumcdn.net/place/1E41C4FCC44B4499A33588C0903C1D89,24
490,LA갈비찜닭,서울특별시 노원구 공릉동 329-28번지 ,https://place.map.kakao.com/251781921,0,0,,23
491,카우보이치킨 공릉점,서울특별시 노원구 공릉동 248-8 서광빌딩 ,https://place.map.kakao.com/1603117922,0,0,//t1.daumcdn.net/localfiy/searchregister_1529271939,19
492,처갓집양념치킨 공릉점,서울특별시 노원구 공릉동 270-70 ,https://place.map.kakao.com/26783547,5,6,,25
493,떡깨비 공릉점,서울특별시 노원구 공릉동 737번지 삼익아파트 ,https://place.map.kakao.com/1841105278,0,0,//t1.daumcdn.net/place/31A2816193664D4A89FFE6C5D1599EA7,12
494,맘스터치 피자앤치킨 화랑대역점,서울특별시 노원구 공릉동 240-220 상진빌리지,https://place.map.kakao.com/1624205739,5,1,//t1.daumcdn.net/place/C2AE228C3F8D4AFC8DFD2FEF48BE1602,24
495,웰빙곱창,서울특별시 노원구 공릉동 240-223번지 1층 ,https://place.map.kakao.com/25550171,3.7,3,,24
496,두레통닭 화랑대역점,서울특별시 노원구 공릉동 240-225 ,https://place.map.kakao.com/743173468,4.8,4,//t1.daumcdn.net/place/4A1FA511A17D406B90AEC824412C4205,24
497,더핏짜 공릉점,서울특별시 노원구 공릉동 240-235,https://place.map.kakao.com/342370460,0,0,//t1.kakaocdn.net/fiy_reboot/place/E215374FB9A04241866951F7693D92E6,25
498,던킨 화랑대역점,서울특별시 노원구 공릉동 240-250번지 지상1층 지하1층 ,https://place.map.kakao.com/21035933,4.8,20,,25
499,소풍가는날,서울특별시 노원구 공릉동 81번지 태강아파트지하상가B-102(공릉로34길38-0) ,https://place.map.kakao.com/536718138,0,0,,22
500,피자스쿨 화랑대역점,서울특별시 노원구 공릉동 89-1 대덕프라자118호 ,https://place.map.kakao.com/13275460,2.9,8,//t1.daumcdn.net/place/A8DB23904277409AAC95EBF00B043126,25
501,이삭토스트 서울여대점,서울특별시 노원구 공릉동 89-1번지 대덕프라자 111호 ,https://place.map.kakao.com/9913290,2.2,10,//t1.daumcdn.net/place/020F04034B1E42BC929E910298A6B24B,26
502,치킨마루 화랑대점,서울특별시 노원구 공릉동 89-1번지 대덕프라자 112호 ,https://place.map.kakao.com/25969677,3.7,3,//t1.daumcdn.net/place/CB24B34D29884F1BA5115403844E937B,26
503,스시오사카,서울특별시 노원구 공릉동 89-1번지 대덕프라자 115호,https://place.map.kakao.com/27460688,0,0,//t1.daumcdn.net/place/7EB97A22FFF14BA8A764BBDBA80A4BF2,26
504,오달자샤브퀸,서울특별시 노원구 공릉동 89-1번지 대덕프라자 210211호 ,https://place.map.kakao.com/286192011,3,2,,26
505,본죽&비빔밥cafe 화랑대역점,서울특별시 노원구 공릉동 89-1 대덕프라자 104 ,https://place.map.kakao.com/15896682,5,6,//t1.daumcdn.net/localfiy/72DF915CB93D4DC7B2B1C6F8DC16E8AB,26
506,봉구스밥버거 화랑대역점,서울특별시 노원구 공릉동 89-1번지 ,https://place.map.kakao.com/22115342,4.5,4,//t1.daumcdn.net/place/4CA000115B4B4BC09BC3076E299AB440,25
507,죠스떡볶이 화랑대역점,서울특별시 노원구 공릉동 89-1번지 대덕프라자 103호 ,https://place.map.kakao.com/19791023,3.6,9,//t1.daumcdn.net/place/5BF8224BD5454270B564289DB28C92F1,26
508,스카이푸드,서울특별시 노원구 공릉동 90 공릉9단지청솔아파트 ,https://place.map.kakao.com/2097599339,0,0,,27
509,화랑대곱창,서울특별시 노원구 공릉동 90번지 청솔아파트 상가동 101호 ,https://place.map.kakao.com/16064536,4.1,11,//t1.daumcdn.net/place/15CBEDBB11454C968AE825A25C116C9D,27
510,수연멸치국수,서울특별시 노원구 공릉동 90-4 1층 102호,https://place.map.kakao.com/1466478413,5,6,//t1.kakaocdn.net/fiy_reboot/place/FE02D8B79F2849FEB748F4ADF7DA63CE,25
511,족발3시30분 화랑대역점,서울특별시 노원구 공릉동 90-4 우토파크프라자,https://place.map.kakao.com/1824613032,5,2,//t1.daumcdn.net/place/79EEAE8927C8467996502D7F1C7CFB96,25
512,왕빈자전통주막 화랑대역직영점,서울특별시 노원구 공릉동 90-4 우토파크프라자 ,https://place.map.kakao.com/412071553,0,0,//t1.daumcdn.net/place/870F97295B78406A9336755092B67802,25
513,버거킹 화랑대역점,서울특별시 노원구 공릉동 90-4 우토파크프라자 ,https://place.map.kakao.com/335629825,3.3,6,//t1.daumcdn.net/place/224A90B113C14295A5B6C18C95B01FFB,25
514,굽네치킨 공릉2동점,서울특별시 노원구 공릉동 106번지 효성화운트빌 상가동 101102호,https://place.map.kakao.com/12591803,4,5,//t1.daumcdn.net/place/9BFF3443E3394FABA5FFDB05B417BA23,19
515,귀빈반점,서울특별시 노원구 공릉동 110-0번지 공릉2지구6단지상가203호 ,https://place.map.kakao.com/10220845,2.3,12,//t1.daumcdn.net/place/47D73CACE1C64285A83098AF6AE109DB,22
516,소라분식 태릉본점,서울특별시 노원구 공릉동 110번지 공릉아파트 104호,https://place.map.kakao.com/401975918,2.4,9,,22
517,딜리셔스 공릉점,서울특별시 노원구 공릉동 110 6단지 상가 B-1 ,https://place.map.kakao.com/1569395463,0,0,,22
518,깡통집,서울특별시 노원구 공릉동 111-0번지 화랑타운상가104호 ,https://place.map.kakao.com/16377100,4.3,3,//t1.daumcdn.net/place/D1368CB4C4674EA3894560B9ABF9710F,25
519,에브리,서울특별시 노원구 공릉동 742 효성아파트 ,https://place.map.kakao.com/1998925097,0,0,//t1.daumcdn.net/place/0F7D9D180C49486389ABB4FAF113BE4A,28
520,진식탁,서울특별시 노원구 공릉동 742번지 신내효성아파트 상가동 104호,https://place.map.kakao.com/1608075439,0,0,,30
521,김가네 서울여대점,서울특별시 노원구 공릉동 113 밀레니엄타워 ,https://place.map.kakao.com/21237240,5,2,,23
522,몽둥이부리또 서울여대점,서울특별시 노원구 공릉동 113번지 밀레니엄타워 ,https://place.map.kakao.com/52465603,4.5,6,//t1.daumcdn.net/localfiy/313E8394EA1443A2ACF3AB7E8B14B4A5,23
523,애플민트,서울특별시 노원구 공릉동 113번지 밀레니엄타워 102호 ,https://place.map.kakao.com/13299291,5,2,//t1.daumcdn.net/place/A13086820B6A4856B7094BE0EC79063F,23
524,타이인플레이트,서울특별시 노원구 공릉동 113번지 밀레니엄타워 110호,https://place.map.kakao.com/1148556862,3.4,5,//t1.daumcdn.net/place/1FAE618B24DB499A82CA3DEA681D92C9,23
525,금강산감자탕,서울특별시 노원구 공릉동 113번지 밀레니엄타워 204호,https://place.map.kakao.com/358080210,0,0,,59
526,고씨네 서울여대점,서울특별시 노원구 공릉동 107-138번지 203호,https://place.map.kakao.com/2093975828,3.4,8,//t1.daumcdn.net/place/F430C4EF06F04B11B60258C6A2B51FEB,24
527,돌깨마을맷돌순두부,서울특별시 노원구 공릉동 120-3,https://place.map.kakao.com/1827592100,3.6,5,,24
528,반층야,서울특별시 노원구 공릉동 120-4번지 공릉동 진성빌딩 ,https://place.map.kakao.com/272700336,3.2,6,//t1.daumcdn.net/place/B40910E5F3644DE6AE05A9F3D214A520,25
529,홀리몰리베이글리,서울특별시 노원구 공릉동 107-223 ,https://place.map.kakao.com/981372161,4.6,9,//t1.daumcdn.net/place/09615A92079E40A2898895212A2B0F7A,26
530,오니기리와이규동 서울여대점,서울특별시 노원구 공릉동 126 서울여자대학교 106호,https://place.map.kakao.com/1125211838,0,0,,28
531,감탄떡볶이 서울여대점,서울특별시 노원구 공릉동 126번지 서울여자대학교 ,https://place.map.kakao.com/21876354,0,0,,32
532,에땅,서울특별시 노원구 공릉동 126번지 ,https://place.map.kakao.com/16958992,0,0,,31
533,퀴즈노스서브 서울여대점,서울특별시 노원구 공릉동 126번지 ,https://place.map.kakao.com/26308925,0,0,,29
534,오스테리아 잭팟,서울특별시 노원구 공릉동 27-19번지 ,https://place.map.kakao.com/110604231,3.5,10,//t1.kakaocdn.net/fiy_reboot/place/08E1A3D087604A8E943B86F4AB34FF49,34
535,테르미니,서울특별시 노원구 공릉동 27-20번지 ,https://place.map.kakao.com/26025273,3.1,16,//t1.daumcdn.net/place/A5291D36E79C4CC78567424BB624D60E,33
536,겨울동화,서울특별시 노원구 공릉동 산 223-19번지 (화랑로 727) ,https://place.map.kakao.com/1472799192,0,0,,13
537,이태리철판 서울과학기술대학교점,서울특별시 노원구 공릉로 225 나동 1층 2호,https://place.map.kakao.com/1953703405,0,0,,11
