,address,name,category,kakao_keyword,kakaomap_url,kakao_name,kakao_category,kakao_star,kakao_star_num
306,서울특별시 노원구 공릉동 745번지 동신아파트상가 202호,맛보면못참치,일식,공릉동 맛보면못참치,https://place.map.kakao.com/27442498,맛보면못참치,참치회,5.0,1
307,서울특별시 노원구 공릉동 561-12 ,밥아저씨공릉점,한식,공릉동 밥아저씨공릉점,https://place.map.kakao.com/1901105626,밥아저씨 공릉점,한식,0,0
308,서울특별시 노원구 공릉동 440-10,떡볶이는 튀김빨,분식,공릉동 떡볶이는 튀김빨,https://place.map.kakao.com/627299209,떡볶이는튀김빨 본점,떡볶이,0,0
309,서울특별시 노원구 공릉동 440-10번지 ,주니숯불꼬치,분식,공릉동 주니숯불꼬치,https://place.map.kakao.com/19900336,주니숯불꼬치,"육류,고기",5.0,1
310,서울특별시 노원구 공릉동 440-10번지 지상1층 ,봉구스밥버거(서울과학기술대점),일반조리판매,공릉동 봉구스밥버거(서울과학기술대점),https://place.map.kakao.com/19139581,봉구스밥버거 서울과기대점,봉구스밥버거,3.0,3
311,서울특별시 노원구 공릉동 441-92번지 ,루이스버거,경양식,공릉동 루이스버거,https://place.map.kakao.com/1753610905,루이스버거 공릉점,햄버거,2.4,25
312,서울특별시 노원구 공릉동 441-92번지 ,화덕피자주는부대찌개,기타,공릉동 화덕피자주는부대찌개,https://place.map.kakao.com/996150330,화덕피자주는 부대찌개 공릉점,"찌개,전골",1.0,1
313,서울특별시 노원구 공릉동 441-1번지 1층 ,아리랑핫도그,분식,공릉동 아리랑핫도그,https://place.map.kakao.com/1789621701,아리랑핫도그 과학기술대점,패스트푸드,5.0,2
314,서울특별시 노원구 공릉동 441-145 용마빌딩 ,배떡 공릉점,분식,공릉동 배떡 공릉점,https://place.map.kakao.com/733592081,배떡 공릉점,떡볶이,0,0
315,서울특별시 노원구 공릉동 661-1 ,홍콩반점0410,한식,공릉동 홍콩반점0410,https://place.map.kakao.com/1629570399,홍콩반점0410 태릉입구역점,홍콩반점0410,5.0,1
316,서울특별시 노원구 공릉동 561-35 본향성결교회 ,명이 칼국수,한식,공릉동 명이 칼국수,https://place.map.kakao.com/1645227763,명이칼국수,국수,5.0,1
317,서울특별시 노원구 공릉동 561-35 외 1필지 6호,소문난순대족발,한식,공릉동 소문난순대족발,https://place.map.kakao.com/22407032,소문난순대족발,"족발,보쌈",4.3,6
318,서울특별시 노원구 공릉동 441-59 ,가는김에,한식,공릉동 가는김에,https://place.map.kakao.com/603906455,가는김에,한식,0,0
319,서울특별시 노원구 공릉동 661-2번지 지상1층 ,장미삼계탕,한식,공릉동 장미삼계탕,https://place.map.kakao.com/8054925,장미삼계탕 태릉본점,삼계탕,0,0
320,서울특별시 노원구 공릉동 590-3 ,자담치킨,호프/통닭,공릉동 자담치킨,https://place.map.kakao.com/27608724,자담치킨 서울공릉점,자담치킨,5.0,5
321,서울특별시 노원구 공릉동 590-3 ,소소한식객,분식,공릉동 소소한식객,https://place.map.kakao.com/1320321123,소소한식객,음식점,0,0
322,서울특별시 노원구 공릉동 506-36번지 ,페리카나,호프/통닭,공릉동 페리카나,https://place.map.kakao.com/8616938,페리카나 월계삼호점,페리카나,0,0
323,서울특별시 노원구 공릉동 661-4번지 우성빌딩 ,이츠초밥,기타,공릉동 이츠초밥,https://place.map.kakao.com/1296338001,이츠초밥,"초밥,롤",4.5,22
324,서울특별시 노원구 공릉동 441-136번지 1층 ,오름,한식,공릉동 오름,https://place.map.kakao.com/903435269,오름제주고기 본점,"육류,고기",2.6,13
325,서울특별시 노원구 공릉동 661-3번지 북부포커스빌 101호 ,전주식당,한식,공릉동 전주식당,https://place.map.kakao.com/14491785,전주식당,"해물,생선",4.0,1
326,서울특별시 노원구 공릉동 752 광덕아파트,와! 9이닭,호프/통닭,공릉동 와! 9이닭,https://place.map.kakao.com/167979184,와! 9이닭,치킨,0,0
327,서울특별시 노원구 공릉동 752번지 광덕상가 101호,도깨비정육식당,식육(숯불구이),공릉동 도깨비정육식당,https://place.map.kakao.com/20284503,도깨비정육식당,"육류,고기",5.0,1
328,서울특별시 노원구 공릉동 752번지 광덕아파트 상가 103호 ,금자탑,한식,공릉동 금자탑,https://place.map.kakao.com/21240357,금자탑,한식,0,0
329,서울특별시 노원구 공릉동 441-18번지 ,기린,일식,공릉동 기린,https://place.map.kakao.com/270488437,기린,일본식라면,4.2,19
330,서울특별시 노원구 공릉동 561-20 ,우리할매떡볶이,분식,공릉동 우리할매떡볶이,https://place.map.kakao.com/1940208491,우리할매떡볶이 가재울점,우리할매떡볶이,4.5,13
331,서울특별시 노원구 공릉동 590-4,현주식당,한식,공릉동 현주식당,https://place.map.kakao.com/16326399,현주식당,한식,0,0
332,서울특별시 노원구 공릉동 441-152번지 2층 ,로지스시,일식,공릉동 로지스시,https://place.map.kakao.com/27473705,로지스시 공릉점,일식,3.8,23
333,서울특별시 노원구 공릉동 441-152번지 1층 ,피자스쿨,패스트푸드,공릉동 피자스쿨,https://place.map.kakao.com/8136049,피자스쿨 공릉점,피자스쿨,3.5,8
334,서울특별시 노원구 공릉동 633-3번지 ,킴밥,한식,공릉동 킴밥,https://place.map.kakao.com/1889754472,킴밥,한식,0,0
335,서울특별시 노원구 공릉동 633-18번지 제일빌딩 12층 ,제일콩집,한식,공릉동 제일콩집,https://place.map.kakao.com/8083654,제일콩집,두부전문점,3.7,72
336,서울특별시 노원구 공릉동 441-26 오성빌딩,플렉스버거,경양식,공릉동 플렉스버거,https://place.map.kakao.com/754311770,플렉스버거,햄버거,4.0,22
337,서울특별시 노원구 공릉동 441-26번지 공간팬시 ,국민소곱창,한식,공릉동 국민소곱창,https://place.map.kakao.com/2140415713,국민소곱창 공릉점,"곱창,막창",4.2,6
338,서울특별시 노원구 공릉동 441-19 세림빌딩 ,이정림 수제햄 부대찌개,일식,공릉동 이정림 수제햄 부대찌개,https://place.map.kakao.com/381875424,이정림수제햄부대찌개,"찌개,전골",4.2,5
339,서울특별시 노원구 공릉동 441-19번지 103호 ,부어치킨 공릉점,기타,공릉동 부어치킨 공릉점,https://place.map.kakao.com/1371833231,부어치킨 공릉점,부어치킨,4.0,5
340,서울특별시 노원구 공릉동 441-19번지 세림빌딩 ,써브웨이,패스트푸드,공릉동 써브웨이,https://place.map.kakao.com/19658550,써브웨이 공릉점,써브웨이,3.1,19
341,서울특별시 노원구 공릉동 561-21 ,샐러드&공리단길,기타,공릉동 샐러드&공리단길,https://place.map.kakao.com/295607504,샐러디 태릉입구역점,샐러디,4.3,9
342,서울특별시 노원구 공릉동 587-6 ,샌드위치 날에,기타,공릉동 샌드위치 날에,https://place.map.kakao.com/1347466197,샌드위치날에,샌드위치,4.2,5
343,서울특별시 노원구 공릉동 350-22,팬시버거클럽,경양식,공릉동 팬시버거클럽,https://place.map.kakao.com/2134430556,팬시버거클럽,햄버거,5.0,6
344,서울특별시 노원구 공릉동 661-16번지 ,칼국수집,기타,공릉동 칼국수집,https://place.map.kakao.com/13594099,장수해물칼국수,국수,3.8,8
345,서울특별시 노원구 공릉동 633-11번지 ,비에이치씨(BHC) 태릉입구점,호프/통닭,공릉동 비에이치씨(BHC) 태릉입구점,https://place.map.kakao.com/26580341,BHC치킨 태릉입구점,치킨,1.9,16
346,서울특별시 노원구 공릉동 633-13번지 ,와우곱창,한식,공릉동 와우곱창,https://place.map.kakao.com/16736657,와우곱창,"곱창,막창",5.0,4
347,서울특별시 노원구 공릉동 633-4번지 1층 ,육공판 공릉점,한식,공릉동 육공판 공릉점,https://place.map.kakao.com/1218434284,육공판 공릉점,"육류,고기",3.5,8
348,서울특별시 노원구 공릉동 208-18번지 ,웰빙왕십리곱창,한식,공릉동 웰빙왕십리곱창,https://place.map.kakao.com/21331942,웰빙왕십리곱창,"곱창,막창",3.7,7
349,서울특별시 노원구 공릉동 208-18번지 ,쪼매매운떡볶이,분식,공릉동 쪼매매운떡볶이,https://place.map.kakao.com/16703995,쪼매매운떡볶이 공릉점,떡볶이,4.5,93
350,서울특별시 노원구 공릉동 208-18번지 ,와플대학공릉캠퍼스,분식,공릉동 와플대학공릉캠퍼스,https://place.map.kakao.com/545955001,와플대학 공릉캠퍼스,와플대학,1.4,10
351,서울특별시 노원구 공릉동 208-18번지 ,라화방 마라탕,중국식,공릉동 라화방 마라탕,https://place.map.kakao.com/315578128,라화방마라탕,중식,4.3,7
352,서울특별시 노원구 공릉동 208-18번지 1층8호 ,예고집황태칼국수,한식,공릉동 예고집황태칼국수,https://place.map.kakao.com/20746802,예고집황태칼국수왕돈까스,국수,0,0
353,서울특별시 노원구 공릉동 208-18번지 1층 6호,명랑시대쌀핫도그,일반조리판매,공릉동 명랑시대쌀핫도그,https://place.map.kakao.com/645382156,명랑핫도그 과기대점,명랑핫도그,4.5,2
354,서울특별시 노원구 공릉동 441-25번지 ,보딩샐러드키친,한식,공릉동 보딩샐러드키친,https://place.map.kakao.com/2015002492,보딩샐러드키친,양식,5.0,1
355,서울특별시 노원구 공릉동 441-25번지 1층 ,맛닭꼬 과기대점,한식,공릉동 맛닭꼬 과기대점,https://place.map.kakao.com/197307079,맛닭꼬 과기대점,맛닭꼬,4.0,6
356,서울특별시 노원구 공릉동 441-25번지 2층 ,열화철판,한식,공릉동 열화철판,https://place.map.kakao.com/174772884,열화철판,"곱창,막창",3.0,4
357,서울특별시 노원구 공릉동 633-15 ,암사골 숯불 닭갈비,한식,공릉동 암사골 숯불 닭갈비,https://place.map.kakao.com/222214468,암사골숯불닭갈비,한식,4.9,8
358,서울특별시 노원구 공릉동 633-15 ,연탄이네,한식,공릉동 연탄이네,https://place.map.kakao.com/1364871976,연탄이네,"육류,고기",0,0
359,서울특별시 노원구 공릉동 633-15 경동상가,장자방,중국식,공릉동 장자방,https://place.map.kakao.com/1981437173,장자방,중국요리,5.0,1
360,서울특별시 노원구 공릉동 633-15번지 ,김밥나라,한식,공릉동 김밥나라,https://place.map.kakao.com/21412771,김밥나라 태능점,분식,0,0
361,서울특별시 노원구 공릉동 633-15번지 경동상가 ,공릉동 최고집 순대국,한식,공릉동 공릉동 최고집 순대국,https://place.map.kakao.com/490043220,공릉동 최고집순대국,순대,4.3,6
362,서울특별시 노원구 공릉동 633-17 성종빌딩 ,오봉집공릉점,한식,공릉동 오봉집공릉점,https://place.map.kakao.com/1276431978,오봉집 공릉점,오봉집,4.1,30
363,서울특별시 노원구 공릉동 661-7번지 ,태릉풍천장어,한식,공릉동 태릉풍천장어,https://place.map.kakao.com/1653381358,태릉풍천장어,장어,3.0,10
364,서울특별시 노원구 공릉동 589-13 1층 ,이나닭강정 공릉점,기타,공릉동 이나닭강정 공릉점,https://place.map.kakao.com/1502942494,이나닭강정 공릉점,닭강정,5.0,1
365,서울특별시 노원구 공릉동 661-8번지 ,진국식당,한식,공릉동 진국식당,https://place.map.kakao.com/27442494,더진국 공릉점,국밥,2.7,10
366,서울특별시 노원구 공릉동 338-46,육평,중국식,공릉동 육평,https://place.map.kakao.com/300297301,육평,중식,1.0,1
367,서울특별시 노원구 공릉동 338-46번지 1층 ,오닭꼬치,한식,공릉동 오닭꼬치,https://place.map.kakao.com/57920887,오닭꼬치 공릉점,닭요리,2.8,10
368,서울특별시 노원구 공릉동 424-2번지 1층 ,불타는 생고기,한식,공릉동 불타는 생고기,https://place.map.kakao.com/16790399,불타는생고기 공릉점,"육류,고기",4.5,6
369,서울특별시 노원구 공릉동 424-2 ,샐러디 공릉점,패스트푸드,공릉동 샐러디 공릉점,https://place.map.kakao.com/1135559208,샐러디 공릉점,샐러디,4.0,4
370,서울특별시 노원구 공릉동 644-7 1층,태릉양꼬치,중국식,공릉동 태릉양꼬치,https://place.map.kakao.com/1016347969,태릉양꼬치양갈비,양꼬치,4.3,13
371,서울특별시 노원구 공릉동 351-21번지 ,밥집,한식,공릉동 밥집,https://place.map.kakao.com/16528461,하수분초밥집,"초밥,롤",0,0
372,서울특별시 노원구 공릉동 351-28,롤리드펌킨,한식,공릉동 롤리드펌킨,https://place.map.kakao.com/1867139384,롤리드펌킨,한식,4.8,4
373,서울특별시 노원구 공릉동 661-9번지 ,파파존스공릉점,패스트푸드,공릉동 파파존스공릉점,https://place.map.kakao.com/1852022788,파파존스 공릉점,파파존스,1.8,4
374,서울특별시 노원구 공릉동 644-1,코쿠카츠,한식,공릉동 코쿠카츠,https://place.map.kakao.com/1990997404,코쿠카츠,"돈까스,우동",4.7,9
375,서울특별시 노원구 공릉동 644-1번지 ,대박소갈비살,한식,공릉동 대박소갈비살,https://place.map.kakao.com/24482507,대박소갈비살,갈비,5.0,3
376,서울특별시 노원구 공릉동 424-3 ,육회왕자 연어공주 공릉점,분식,공릉동 육회왕자 연어공주 공릉점,https://place.map.kakao.com/896022892,육회왕자연어공주 공릉점,"육류,고기",5.0,1
377,서울특별시 노원구 공릉동 424-3번지 ,왕짜장,중국식,공릉동 왕짜장,https://place.map.kakao.com/11648405,왕짜장,중국요리,2.0,5
378,서울특별시 노원구 공릉동 589-21번지 이지스퀘어 좌측호,경성초밥,일식,공릉동 경성초밥,https://place.map.kakao.com/1169910256,경성초밥,일식,4.8,49
379,서울특별시 노원구 공릉동 661-14 서울동아의원 ,왕손이네,식육(숯불구이),공릉동 왕손이네,https://place.map.kakao.com/1091533637,왕손이네,"육류,고기",5.0,1
380,서울특별시 노원구 공릉동 661-14번지 ,최군우동,한식,공릉동 최군우동,https://place.map.kakao.com/374887617,최군우동 태릉본점,"돈까스,우동",4.3,7
381,서울특별시 노원구 공릉동 644-16,육회란연어다,한식,공릉동 육회란연어다,https://place.map.kakao.com/645167940,육회란연어다,"해물,생선",2.3,6
382,서울특별시 노원구 공릉동 661-13번지 지상1층 ,암사골숯불닭갈비,일식,공릉동 암사골숯불닭갈비,https://place.map.kakao.com/222214468,암사골숯불닭갈비,한식,4.9,8
383,서울특별시 노원구 공릉동 644-17 ,맷돌빈대떡,한식,공릉동 맷돌빈대떡,https://place.map.kakao.com/16906266,맷돌즉석빈대떡,한식,0,0
384,서울특별시 노원구 공릉동 644-17 ,순살만공격 공릉점,한식,공릉동 순살만공격 공릉점,https://place.map.kakao.com/924198510,순살만공격 노원공릉점,순살만공격,0,0
385,서울특별시 노원구 공릉동 661-11번지 ,외백,호프/통닭,공릉동 외백,https://place.map.kakao.com/1825150470,외백,중국요리,4.2,13
386,서울특별시 노원구 공릉동 424-8 유성빌딩 ,춘리마라탕 공릉점,중국식,공릉동 춘리마라탕 공릉점,https://place.map.kakao.com/2064157302,춘리마라탕 공릉점,중식,4.9,8
387,서울특별시 노원구 공릉동 424-8 유성빌딩 104호,구어돈,한식,공릉동 구어돈,https://place.map.kakao.com/1801485835,구어돈 공릉점,"육류,고기",0,0
388,서울특별시 노원구 공릉동 424-8번지 ,비비큐(BBQ)공릉점,통닭(치킨),공릉동 비비큐(BBQ)공릉점,https://place.map.kakao.com/22519176,BBQ 공릉점,BBQ,1.8,5
389,서울특별시 노원구 공릉동 351-1 서로퍼스트빌 ,아빠의 파스타,분식,공릉동 아빠의 파스타,https://place.map.kakao.com/2029815873,아빠의파스타,이탈리안,4.6,14
390,서울특별시 노원구 공릉동 351-1 서로퍼스트빌 1층 105호,기찻길풍경(야채곱창),한식,공릉동 기찻길풍경(야채곱창),https://place.map.kakao.com/1137642618,기찻길풍경야채곱창,"곱창,막창",3.3,35
391,서울특별시 노원구 공릉동 644-22번지 ,요리사의 길,경양식,공릉동 요리사의 길,https://place.map.kakao.com/1918064650,요리사의 길,양식,0,0
392,서울특별시 노원구 공릉동 644-49 이룸 빌딩 ,토리쿠,일식,공릉동 토리쿠,https://place.map.kakao.com/1830150124,토리쿠,일식,2.0,12
393,서울특별시 노원구 공릉동 349-9번지 (공릉로39길 18-1) ,변산소머리국밥,한식,공릉동 변산소머리국밥,https://place.map.kakao.com/19434128,변산소머리국밥,국밥,5.0,2
394,서울특별시 노원구 공릉동 424-4 ,스시쟁이,일식,공릉동 스시쟁이,https://place.map.kakao.com/21766457,스시쟁이,"초밥,롤",2.9,19
395,서울특별시 노원구 공릉동 424-4번지 1층 ,오늘은강정,기타 휴게음식점,공릉동 오늘은강정,https://place.map.kakao.com/14809734,오늘은강정,닭강정,3.5,8
396,서울특별시 노원구 공릉동 408-125번지 ,로지다이닝,일식,공릉동 로지다이닝,https://place.map.kakao.com/395667039,로지다이닝키친,일식,4.2,20
397,서울특별시 노원구 공릉동 338-61 ,하노이별,기타,공릉동 하노이별,https://place.map.kakao.com/19010252,하노이별 공릉점,베트남음식,3.4,17
398,서울특별시 노원구 공릉동 705 ,돈까스회관 (공릉점),기타,공릉동 돈까스회관 (공릉점),https://place.map.kakao.com/229652101,돈까스회관 공릉점,"돈까스,우동",3.0,1
399,서울특별시 노원구 공릉동 705 동부아파트,우리국수,한식,공릉동 우리국수,https://place.map.kakao.com/540855279,우리국수,국수,0,0
400,서울특별시 노원구 공릉동 705번지 동부(아) 상가동 106호,바이루시아,경양식,공릉동 바이루시아,https://place.map.kakao.com/1305441074,바이루시아,이탈리안,5.0,1
401,서울특별시 노원구 공릉동 705번지 동부아파트 상가 102호,참치세상,일식,공릉동 참치세상,https://place.map.kakao.com/24064837,참치세상,참치회,4.6,7
402,서울특별시 노원구 공릉동 653-4 1층 ,진돈,한식,공릉동 진돈,https://place.map.kakao.com/32758007,진돈,"육류,고기",5.0,1
403,서울특별시 노원구 공릉동 441-91 ,봉평산골메밀촌,한식,공릉동 봉평산골메밀촌,https://place.map.kakao.com/17223169,원조강영숙봉평메밀촌 본점,국수,4.5,22
404,서울특별시 노원구 공릉동 415-56 ,자가제빵 선명희 피자 공릉점,기타,공릉동 자가제빵 선명희 피자 공릉점,https://place.map.kakao.com/1140199930,자가제빵선명희피자 공릉점,피자,4.9,9
405,서울특별시 노원구 공릉동 408-1번지 102호,알러이,기타,공릉동 알러이,https://place.map.kakao.com/1682005121,알러이,아시아음식,4.7,42
406,서울특별시 노원구 공릉동 351-2번지 주완위즈빌 103호,노다지,한식,공릉동 노다지,https://place.map.kakao.com/27322418,노다지보신탕 공릉동점,"사철탕,영양탕",1.0,2
407,서울특별시 노원구 공릉동 208-24 ,복쓰부,중국식,공릉동 복쓰부,https://place.map.kakao.com/1067983447,복쓰부,중국요리,4.2,5
408,서울특별시 노원구 공릉동 208-24번지 ,피엠푸드,패스트푸드,공릉동 피엠푸드,https://place.map.kakao.com/660238789,피엠푸드,음식점,0,0
409,서울특별시 노원구 공릉동 208-24번지 102호,이삭토스트 공릉점,패스트푸드,공릉동 이삭토스트 공릉점,https://place.map.kakao.com/1909784336,이삭토스트 공릉점,이삭토스트,3.3,7
410,서울특별시 노원구 공릉동 441-98 ,공릉숯불생고기,한식,공릉동 공릉숯불생고기,https://place.map.kakao.com/1524555814,뭉탱이공릉숯불생고기,"육류,고기",4.4,7
411,서울특별시 노원구 공릉동 441-98번지 B동 ,춘천 숯불 닭갈비,식육(숯불구이),공릉동 춘천 숯불 닭갈비,https://place.map.kakao.com/1637489211,춘천중앙로숯불닭갈비,닭요리,4.7,6
412,서울특별시 노원구 공릉동 644-64 1층,쇠뿔정육식당,한식,공릉동 쇠뿔정육식당,https://place.map.kakao.com/17909124,쇠뿔정육식당 공릉점,"육류,고기",4.6,10
413,서울특별시 노원구 공릉동 408-4번지 건설빌딩 1층 ,백세마인보쌈 공릉본점,한식,공릉동 백세마인보쌈 공릉본점,https://place.map.kakao.com/1315949532,백세마인보쌈 공릉본점,"족발,보쌈",4.4,11
414,서울특별시 노원구 공릉동 653-5번지 ,도미노피자,패스트푸드,공릉동 도미노피자,https://place.map.kakao.com/7832883,도미노피자 공릉점,도미노피자,3.1,7
415,서울특별시 노원구 공릉동 415-58 ,범피 버거,외국음식전문점(인도태국등),공릉동 범피 버거,https://place.map.kakao.com/2038251139,범피버거,햄버거,0,0
416,서울특별시 노원구 공릉동 415-58번지 ,또래오래공릉점,한식,공릉동 또래오래공릉점,https://place.map.kakao.com/7850223,또래오래 노원공릉점,또래오래,5.0,1
417,서울특별시 노원구 공릉동 408-138번지 한빛고시원 ,초원,한식,공릉동 초원,https://place.map.kakao.com/1799187515,초원갈비,갈비,0,0
418,서울특별시 노원구 공릉동 408-138번지 한빛고시원 1층 ,강나루유황오리주물럭,한식,공릉동 강나루유황오리주물럭,https://place.map.kakao.com/16061965,강나루유황오리주물럭 제1본점,오리,3.7,3
419,서울특별시 노원구 공릉동 336-3번지 ,할머니보리밥,한식,공릉동 할머니보리밥,https://place.map.kakao.com/9643836,할머니옛날보리쌈밥,쌈밥,4.7,13
420,서울특별시 노원구 공릉동 740 대아아파트 상가 102호,경복식당,한식,공릉동 경복식당,https://place.map.kakao.com/16414503,경복식당,한식,4.6,126
421,서울특별시 노원구 공릉동 415-62번지 ,용문각,중국식,공릉동 용문각,https://place.map.kakao.com/9277533,용문각,중국요리,5.0,1
422,서울특별시 노원구 공릉동 338-25번지 ,앞마을생고기,한식,공릉동 앞마을생고기,https://place.map.kakao.com/18421459,앞마을생고기,"육류,고기",5.0,2
423,서울특별시 노원구 공릉동 420-3번지 ,공릉순두부,한식,공릉동 공릉순두부,https://place.map.kakao.com/1720615518,공릉순두부,두부전문점,3.1,9
424,서울특별시 노원구 공릉동 338-6 102호,교촌치킨공릉1호점,호프/통닭,공릉동 교촌치킨공릉1호점,https://place.map.kakao.com/1133851831,교촌치킨 공릉1호점,교촌치킨,1.4,18
425,서울특별시 노원구 공릉동 338-6 영남빌딩 ,차차,외국음식전문점(인도태국등),공릉동 차차,https://place.map.kakao.com/721590559,차차,태국음식,4.9,16
426,서울특별시 노원구 공릉동 415-53 ,퍼스트 쿡 카츠,한식,공릉동 퍼스트 쿡 카츠,https://place.map.kakao.com/4268754,퍼스트쿡카츠,"돈까스,우동",4.6,22
427,서울특별시 노원구 공릉동 411-16 ,미스터피자공릉점,패스트푸드,공릉동 미스터피자공릉점,https://place.map.kakao.com/7882371,미스터피자 공릉점,미스터피자,1.8,4
428,서울특별시 노원구 공릉동 408-6,세친구곱창,한식,공릉동 세친구곱창,https://place.map.kakao.com/1646474328,세친구곱창,"곱창,막창",2.6,5
429,서울특별시 노원구 공릉동 408-6 ,돌판생고기,한식,공릉동 돌판생고기,https://place.map.kakao.com/496147202,돌판생고기,"육류,고기",4.0,4
430,서울특별시 노원구 공릉동 408-6 토마토유치원 ,김가네 찜칼국수,식육(숯불구이),공릉동 김가네 찜칼국수,https://place.map.kakao.com/536237723,김가네찜칼국수,한식,4.9,10
431,서울특별시 노원구 공릉동 408-6번지 104호,싸다김밥,분식,공릉동 싸다김밥,https://place.map.kakao.com/1385352415,싸다김밥,한식,2.0,7
432,서울특별시 노원구 공릉동 411-10번지 ,소망숯불갈비,식육(숯불구이),공릉동 소망숯불갈비,https://place.map.kakao.com/12042712,소망숯불갈비,갈비,5.0,8
433,서울특별시 노원구 공릉동 420-6번지 ,치킨마루(원자력병원점),호프/통닭,공릉동 치킨마루(원자력병원점),https://place.map.kakao.com/17529513,치킨마루 원자력병원점,치킨마루,3.6,5
434,서울특별시 노원구 공릉동 333-13 1층 ,달토끼의 떡볶이 흡입구역,호프/통닭,공릉동 달토끼의 떡볶이 흡입구역,https://place.map.kakao.com/1901050554,달토끼의떡볶이흡입구역 공릉점,떡볶이,5.0,2
435,서울특별시 노원구 공릉동 422-2번지 1층 ,신우정,한식,공릉동 신우정,https://place.map.kakao.com/16051361,신우정,한식,0,0
436,서울특별시 노원구 공릉동 422-2번지 301호,도쿄식탁,한식,공릉동 도쿄식탁,https://place.map.kakao.com/1208428590,도쿄식탁,일식,2.7,3
437,서울특별시 노원구 공릉동 345-3 ,광수육회 공릉점,한식,공릉동 광수육회 공릉점,https://place.map.kakao.com/1456243336,광수육회 공릉점,"육류,고기",5.0,1
438,서울특별시 노원구 공릉동 345-3 ,도로시파스타 연정 공릉점,기타,공릉동 도로시파스타 연정 공릉점,https://place.map.kakao.com/1486417447,도로시파스타연정 공릉점,이탈리안,5.0,1
439,서울특별시 노원구 공릉동 345-3 외 1필지 제2호 104호호,이런씨불닭발,호프/통닭,공릉동 이런씨불닭발,https://place.map.kakao.com/767037599,이런씨불닭발,닭요리,5.0,4
440,서울특별시 노원구 공릉동 345-3번지 ,구공탄,한식,공릉동 구공탄,https://place.map.kakao.com/324387369,구공탄친구들,"육류,고기",0,0
441,서울특별시 노원구 공릉동 345-3 ,샤맛고,일반조리판매,공릉동 샤맛고,https://place.map.kakao.com/307629130,샤맛고,식품판매,0,0
442,서울특별시 노원구 공릉동 411-9번지 ,여기꼬치네,한식,공릉동 여기꼬치네,https://place.map.kakao.com/1343681679,"여기,꼬치네",일식,3.9,9
443,서울특별시 노원구 공릉동 421-19 현대프라자,본죽&비빔밥 공릉원자력병원점,한식,공릉동 본죽&비빔밥 공릉원자력병원점,https://place.map.kakao.com/11049842,본죽&비빔밥cafe 공릉원자력병원점,본죽&비빔밥cafe,5.0,2
444,서울특별시 노원구 공릉동 421-19 현대프라자 ,부대집며느리,한식,공릉동 부대집며느리,https://place.map.kakao.com/147474345,부대집며느리,한식,5.0,5
445,서울특별시 노원구 공릉동 421-19 현대프라자 ,리틀하노이 공릉점,외국음식전문점(인도태국등),공릉동 리틀하노이 공릉점,https://place.map.kakao.com/1100024549,리틀하노이 공릉점,음식점,0,0
446,서울특별시 노원구 공릉동 421-19번지 현대프라자 105호 ,미소야,분식,공릉동 미소야,https://place.map.kakao.com/7889776,미소야 공릉점,미소야,1.0,3
447,서울특별시 노원구 공릉동 421-19번지 현대프라자 111호,화로상회 공릉점,한식,공릉동 화로상회 공릉점,https://place.map.kakao.com/1677550004,화로상회 공릉점,"육류,고기",4.5,10
448,서울특별시 노원구 공릉동 238-48번지 ,스시락,일식,공릉동 스시락,https://place.map.kakao.com/26838619,스시락 2호점,"초밥,롤",4.6,13
449,서울특별시 노원구 공릉동 411-4번지 1층 ,인차이나,중국식,공릉동 인차이나,https://place.map.kakao.com/26861724,인차이나,중국요리,3.3,21
450,서울특별시 노원구 공릉동 333-16 ,페페그라노,기타,공릉동 페페그라노,https://place.map.kakao.com/2026803402,페페그라노,이탈리안,3.9,52
451,서울특별시 노원구 공릉동 408-8번지 ,등촌샤브칼국수 공릉점,한식,공릉동 등촌샤브칼국수 공릉점,https://place.map.kakao.com/1368613255,등촌샤브칼국수 공릉점,등촌샤브칼국수,4.9,26
452,서울특별시 노원구 공릉동 412-28번지 ,알촌,한식,공릉동 알촌,https://place.map.kakao.com/1255536834,알촌,일식,2.3,3
453,서울특별시 노원구 공릉동 413-3번지 ,세븐돈까스,한식,공릉동 세븐돈까스,https://place.map.kakao.com/20611650,세븐돈까스김밥 공릉점,분식,2.3,3
454,서울특별시 노원구 공릉동 412-29번지 ,우리동네,통닭(치킨),공릉동 우리동네,https://place.map.kakao.com/1458912385,우리동네,한식,0,0
455,서울특별시 노원구 공릉동 412-30 ,떡볶기집,분식,공릉동 떡볶기집,https://place.map.kakao.com/16703995,쪼매매운떡볶이 공릉점,떡볶이,4.5,93
456,서울특별시 노원구 공릉동 412-30번지 ,남원골추어탕,한식,공릉동 남원골추어탕,https://place.map.kakao.com/12565431,남원골추어탕,추어,3.5,2
457,서울특별시 노원구 공릉동 421-17번지 ,한양식당,한식,공릉동 한양식당,https://place.map.kakao.com/16270263,광주한양식당,한식,3.7,6
458,서울특별시 노원구 공릉동 238-47번지 ,신전떡볶이,분식,공릉동 신전떡볶이,https://place.map.kakao.com/27135946,신전떡볶이 공릉점,신전떡볶이,4.6,9
459,서울특별시 노원구 공릉동 238-47번지 (공릉로38길 6) ,큰집 닭강정,커피숍,공릉동 큰집 닭강정,https://place.map.kakao.com/24265751,큰집닭강정 태릉점,닭강정,4.8,8
